umur,jenis_kelamin,pekerjaan,provinsi,gaji,is_menikah,is_keturunan,berat,tinggi,sampo,is_merokok,pendidikan,botak_prob
28.0,Perempuan,PNS,Jambi,11486016.58403042,1,1,45.26063918625853,150.68442247894285,Moonsilk,0,SMA,0.5512437835175573
41.0,Laki-laki,Pegawai swasta,Banda Aceh,7472101.288237416,1,0,50.42051961583685,155.8249601438455,Shoulder & Head,0,S1,0.44958359124265695
39.0,Laki-laki,PNS,Mataram,9431780.242489638,0,0,69.05139549591377,153.05041876205127,Merpati,0,S1,0.35420261112703116
47.0,Laki-laki,Pengangguran,Banjarmasin,7835082.836392544,0,0,56.0308956099433,156.67186420892676,Shoulder & Head,1,SMA,0.750858018957545
30.0,Laki-laki,PNS,Kendari,10738701.549480425,1,0,60.22808982131876,153.22504995621873,Moonsilk,0,S1,0.4504742865139318
58.0,Laki-laki,Pegawai swasta,Bandung,4888137.358606789,0,0,44.10916932908001,148.20029357474857,Merpati,0,S1,0.43037921296129783
41.0,Perempuan,Pegawai swasta,Surabaya,11216244.503116578,1,0,52.24176999292558,159.486758574862,Merpati,1,S1,0.3981857376900994
38.0,Laki-laki,PNS,Jambi,10153104.937924348,1,0,43.489937713456406,153.5254370585619,Merpati,1,SMA,0.5217393227854216
40.0,Laki-laki,PNS,Pangkalpinang,3258142.4511272665,1,0,43.740275409528174,157.0407822330616,Pantone,0,SMA,0.35950926752238
31.0,Laki-laki,Pegawai swasta,Jayapura,4225298.802419111,1,0,53.803162416064616,155.83976933531787,Shoulder & Head,0,S1,0.36669973461724686
60.0,Laki-laki,Pegawai swasta,Pekanbaru,3861445.85617961,0,0,45.14787260638569,148.66723840525893,Deadbuoy,0,S3,0.31856263892288766
36.0,Laki-laki,Freelance,Jayapura,4606805.958493518,0,0,62.59013783292497,160.51710583477794,Pantone,0,SMA,0.15033674887101128
36.0,Laki-laki,PNS,Pekanbaru,3770823.333284429,0,0,50.48483228960599,162.64432295007063,Pantone,0,S1,0.257466599201591
29.0,Perempuan,PNS,Pangkalpinang,10148196.229106333,0,0,61.90181367515794,160.0592235276715,Deadbuoy,1,S1,0.3526784038788066
30.0,Laki-laki,Pengangguran,Bandung,5891295.363089241,1,0,55.18149905886071,156.29258118714722,Shoulder & Head,0,S1,0.5806164138938561
44.0,Laki-laki,Pegawai swasta,Banda Lampung,2260007.75676932,1,0,75.74570240923228,158.16198218413217,Pantone,0,S1,0.36784832647796717
44.0,Perempuan,PNS,Bandung,8610486.67559148,1,0,46.94630323614437,152.8540512994865,Deadbuoy,0,SMP,0.4614129307246279
41.0,Perempuan,Pegawai swasta,Pangkalpinang,13550908.175314886,1,1,95.2090118820363,177.22175580034443,Merpati,1,S1,0.7033062520247562
18.0,Perempuan,PNS,Ambon,4419389.46154098,0,1,69.67221224533033,168.3486142634116,Pantone,0,SMP,0.46260298870518524
32.0,Laki-laki,PNS,Mataram,4920240.097766809,0,0,68.08639176773724,164.86557494051206,Shoulder & Head,0,SD,0.3061952384683
47.0,Laki-laki,Pegawai swasta,Jayapura,9317330.837412056,1,0,49.43123752862005,157.41556112431502,Shoulder & Head,0,SMA,0.4361675378126925
30.0,Perempuan,PNS,Makassar,5326235.1868192535,1,0,77.49680708884678,172.40735745384873,Pantone,1,S3,0.4797524843789712
21.0,Laki-laki,Pegawai swasta,Samarinda,9089556.420435373,0,1,59.7990646427476,157.89165924945038,Pantone,0,S1,0.5679932569457631
26.0,Laki-laki,Pegawai swasta,Palembang,10960847.97257616,1,0,44.35987694060513,158.83776618327948,Merpati,1,S1,0.35251932271262676
34.0,Laki-laki,Pegawai swasta,Banda Aceh,6395922.689868841,1,0,64.07780229103389,157.71702735719,Pantone,1,SMA,0.4054158821421194
56.0,Laki-laki,PNS,Surabaya,12441157.83738715,0,0,56.801985925695654,167.6302316417341,Shoulder & Head,0,SMA,0.48927001850004764
42.0,Perempuan,Freelance,Sofifi,11367445.107346714,0,0,60.975803966798516,157.81977868651245,Merpati,1,SMA,0.15176630961479975
32.0,Perempuan,PNS,Padang,6303480.830859953,1,1,54.87989576799413,155.1394407198382,Moonsilk,1,S1,0.6100852905070591
22.0,Laki-laki,PNS,Banda Aceh,3021827.235805235,0,0,58.99750581292913,153.68302173052544,Deadbuoy,1,S1,0.4507975265985397
37.0,Laki-laki,PNS,Pekanbaru,5170800.867303235,1,0,60.223707983429826,159.90241412459977,Merpati,0,SMP,0.3800622254802352
42.0,Perempuan,Pegawai swasta,Serang,4797529.185823716,0,0,53.7446583140868,150.47394652729247,Shoulder & Head,1,S1,0.312958919087317
54.0,Perempuan,Pegawai swasta,Kendari,6604805.502712683,0,0,61.09098079393143,162.77709823944136,Moonsilk,1,S2,0.32446900834522985
36.0,Laki-laki,PNS,Jayapura,12777591.024903357,1,0,52.823328483859996,160.2886610539189,Deadbuoy,1,S2,0.5357304863227075
35.0,Laki-laki,Pegawai swasta,Banda Lampung,8175047.335572269,1,1,52.62964038130144,151.26913655046502,Pantone,1,S1,0.8509397020113477
50.0,Laki-laki,Pengangguran,Palembang,2509812.545069631,0,0,47.82257979990533,149.325584008243,Merpati,0,S1,0.5768941166966353
31.0,Perempuan,Pegawai swasta,Bengkulu,6751669.221932161,1,1,58.06753339385716,153.86556064856097,Merpati,0,S1,0.4675961791345898
47.0,Laki-laki,Pegawai swasta,Sofifi,4929292.386026751,1,1,49.378375255764105,152.3963492760637,Moonsilk,1,S1,0.8158975565302371
39.0,Laki-laki,Pegawai swasta,Jayapura,7225673.943092365,0,0,66.58984661105072,156.51659032731067,Pantone,1,S1,0.32971115047538313
42.0,Laki-laki,PNS,Denpasar,11862718.30768372,0,0,56.33272655136273,156.45028216370224,Shoulder & Head,1,SMP,0.5166891473970179
39.0,Laki-laki,Pengangguran,Banda Aceh,15136782.24800785,0,1,61.82602801893314,157.97865206537742,Shoulder & Head,1,SMA,0.944404829734038
29.0,Laki-laki,Pegawai swasta,Tanjung Pinang,9361451.769162074,0,0,46.41196881889499,158.7519598414252,Pantone,0,SD,0.21180241921390586
32.0,Perempuan,Pengangguran,Medan,3560260.9888943406,0,1,56.05261606024712,155.56330252111815,Deadbuoy,1,SD,0.8743244076816551
49.0,Perempuan,Pegawai swasta,Denpasar,11842052.03781531,1,0,52.822096409258634,150.63275339298525,Merpati,1,SMA,0.3636565198796391
43.0,Laki-laki,PNS,Serang,4298636.688977814,1,0,54.83564884242897,155.87529752578962,Pantone,1,SMA,0.5482750413245142
42.0,Laki-laki,PNS,Yogyakarta,7654716.678197509,0,0,57.28161441578234,166.54311483958625,Deadbuoy,1,SMP,0.5013660992649277
34.0,Perempuan,Freelance,Kendari,3841002.4572414435,1,0,61.34667550770355,159.44156238411264,Moonsilk,0,S1,0.17068480495031121
37.0,Perempuan,Pengangguran,Yogyakarta,9910128.90181549,1,0,43.757270254395785,152.541983089631,Deadbuoy,0,S1,0.5830917713749102
42.0,Perempuan,Pegawai swasta,Makassar,6452511.295442967,0,0,58.75592376846522,155.07885785221995,Deadbuoy,1,SMA,0.3274317959817473
52.0,Laki-laki,PNS,Bengkulu,8751024.15402864,1,0,48.094944786250934,160.73774384317426,Deadbuoy,1,SD,0.7160677449973926
41.0,Laki-laki,PNS,Manokwari,11030776.71428203,1,0,54.0246348277977,146.49776310498294,Pantone,1,S1,0.6183953333894808
39.0,Perempuan,Pegawai swasta,Banjarmasin,4626605.836258326,0,0,54.159722009873846,155.72043531508993,Deadbuoy,1,SMA,0.23163985200606194
57.0,Laki-laki,Freelance,Mataram,8377114.6342344545,0,0,64.71680343588051,164.4711633232786,Shoulder & Head,1,SMP,0.40323599473638505
30.0,Laki-laki,Pegawai swasta,Jakarta,5002889.090230346,1,0,52.007477839881986,156.18705710216568,Merpati,0,S1,0.41109107004870843
29.0,Laki-laki,Freelance,Denpasar,5362856.033153074,0,0,49.4040398936837,155.9744968772128,Merpati,1,SMP,0.17354059674082453
32.0,Laki-laki,PNS,Manado,6499214.675888013,1,0,55.7479866659027,161.82076281814267,Merpati,0,S2,0.371475639073955
37.0,Laki-laki,Freelance,Jakarta,7273256.887751092,0,0,40.98060817818844,150.96194219149868,Merpati,1,SMA,0.20345522568155883
30.0,Laki-laki,PNS,Kendari,4229022.997739475,1,0,51.012256399187415,156.192162447666,Pantone,0,S1,0.38342187701099906
26.0,Perempuan,Pegawai swasta,Denpasar,7255584.862995475,1,0,77.47357020097303,163.00742026639475,Moonsilk,0,SMP,0.1907427672701179
30.0,Laki-laki,Pegawai swasta,Jambi,3964564.731338789,0,1,61.58498480918355,154.80923947594184,Merpati,1,S1,0.6848164719353463
41.0,Laki-laki,PNS,Banda Aceh,4796419.4959551785,0,1,63.37134829744181,155.02357201709881,Pantone,0,S1,0.6823609661164777
34.0,Laki-laki,Pegawai swasta,Surabaya,7644711.210804232,1,0,82.85740466883462,166.6441617259247,Pantone,1,S1,0.3949898715663972
45.0,Laki-laki,PNS,Medan,5977230.057995017,1,0,58.64033668909947,151.95579285062624,Moonsilk,1,S1,0.5929989597508258
40.0,Perempuan,Pegawai swasta,Gorontalo,2668910.8219655612,1,0,45.54720455498902,162.55763515779788,Deadbuoy,0,SMA,0.2417873867642182
26.0,Laki-laki,PNS,Pontianak,4991867.987101968,1,0,53.04715930312619,159.59025475510816,Merpati,0,S2,0.3528317042378042
31.0,Laki-laki,Freelance,Jambi,5396471.043533951,0,1,47.201737295872114,160.1999637111969,Shoulder & Head,1,S1,0.49529246650328385
30.0,Perempuan,Pegawai swasta,Jambi,4615476.0864612125,1,0,60.059148437701126,162.3988114509776,Shoulder & Head,0,S1,0.1831924279270898
41.0,Laki-laki,Pegawai swasta,Tanjungselor,6898929.242871492,1,0,74.03167122693075,165.98518908658363,Shoulder & Head,0,S1,0.3579370405571601
22.0,Laki-laki,Pegawai swasta,Tanjungselor,5282068.208433451,1,0,63.28998160679539,149.98631798096162,Merpati,0,S2,0.35631116523362605
44.0,Perempuan,PNS,Palangkaraya,4858346.278667208,0,0,50.10667749456144,146.55335344316993,Merpati,0,S1,0.1766553820357808
38.0,Laki-laki,PNS,Kendari,4634878.402242385,0,0,58.896102852990914,156.17614451405635,Shoulder & Head,0,S3,0.3552515457112267
39.0,Laki-laki,PNS,Yogyakarta,7155933.703475797,0,0,53.86769355757109,154.85511788051002,Merpati,0,SMA,0.345831522991977
46.0,Laki-laki,PNS,Bandung,7792816.515279168,0,1,72.42212480310275,171.59824752954822,Shoulder & Head,1,SMA,0.8462387537251753
18.0,Laki-laki,Pegawai swasta,Manokwari,8786676.25902024,1,0,65.00491272725607,162.18861579150172,Moonsilk,0,S1,0.2835208701167016
48.0,Laki-laki,Pegawai swasta,Ambon,4182147.7003565743,1,0,75.94512686469278,164.21324578481747,Shoulder & Head,0,S2,0.3825004955365661
42.0,Laki-laki,Freelance,Banda Lampung,6691809.470204124,1,0,55.408669155945795,149.25695317659407,Pantone,0,SMA,0.31770897016166677
52.0,Perempuan,Pegawai swasta,Yogyakarta,9315220.935419783,0,0,44.978063749313804,146.6248566859424,Merpati,0,S1,0.3254913079938546
44.0,Laki-laki,Pegawai swasta,Denpasar,6730754.1039150115,0,0,53.265952934727466,154.22202259295096,Moonsilk,1,S1,0.30876084437629847
45.0,Laki-laki,PNS,Yogyakarta,7405640.196421829,1,0,60.31259704799024,159.3854710906967,Deadbuoy,0,SMA,0.5803243741700038
26.0,Laki-laki,Freelance,Manado,7380441.717668534,0,0,54.68183507367169,144.3104764944136,Merpati,0,S1,0.034189064116910695
52.0,Laki-laki,PNS,Manokwari,9990213.798751872,1,0,60.99913556612148,165.21554497310666,Moonsilk,1,SMA,0.6552173831092838
31.0,Laki-laki,Pegawai swasta,Jakarta,4943971.467258825,1,0,71.02022506357561,165.05034643120865,Moonsilk,0,SMA,0.37289893553852416
40.0,Laki-laki,Freelance,Tanjung Pinang,6063496.2313274555,0,0,68.4836174266989,166.2696509939564,Deadbuoy,0,S1,0.12300238157323014
35.0,Perempuan,Pegawai swasta,Medan,4600613.397089362,1,0,56.845504969611746,160.27050212939193,Deadbuoy,0,SMA,0.2849250977605779
40.0,Perempuan,Pegawai swasta,Kendari,12953385.36044043,1,0,57.00205649569574,159.87819083842902,Moonsilk,1,SMA,0.32107133112507735
29.0,Laki-laki,Pegawai swasta,Jayapura,13026922.118214326,0,0,61.04849645727924,162.537817775731,Pantone,1,S1,0.23334062962308172
51.0,Laki-laki,Freelance,Banda Lampung,7140453.123412047,1,0,79.91902171094793,162.5401039270934,Shoulder & Head,1,S1,0.5277151362706242
25.0,Perempuan,PNS,Manokwari,5326004.472976981,0,0,61.776020183116124,161.48365782642807,Pantone,1,S1,0.32105591306814457
62.0,Laki-laki,Pegawai swasta,Banjarmasin,12285285.103329709,0,0,64.37715192134391,154.52951754359646,Shoulder & Head,1,SMA,0.5598611883892802
36.0,Laki-laki,Pegawai swasta,Semarang,4589629.95105725,1,0,54.188312626672555,161.3737997189585,Shoulder & Head,1,S1,0.3425852764003113
38.0,Laki-laki,Pegawai swasta,Ambon,5703706.130108818,1,1,43.13125952087044,158.910242896622,Pantone,1,SMA,0.7205263235906352
35.0,Perempuan,Pegawai swasta,Kendari,12493934.439797547,1,0,52.212959399862264,141.87840318334062,Pantone,1,SMA,0.30250766601082957
33.0,Laki-laki,Pegawai swasta,Jayapura,6324706.3109862665,0,0,50.900445558892365,161.61200572132935,Merpati,1,SD,0.2465498611370351
41.0,Perempuan,Pegawai swasta,Mataram,3348355.5983484173,0,0,46.31891397952539,154.03700965347602,Shoulder & Head,1,SMA,0.30634922662905506
34.0,Perempuan,Freelance,Kendari,5860451.976009102,0,0,46.489181084445285,146.9651055567375,Deadbuoy,1,S1,0.11113717023460606
28.0,Laki-laki,Pegawai swasta,Banda Lampung,6418744.564397071,0,1,50.869295501931305,151.36619192937542,Merpati,0,SD,0.5110396326245437
47.0,Perempuan,PNS,Pontianak,4375247.106235461,0,0,57.0304159286562,169.70146401355044,Merpati,0,SMP,0.2692211997800807
51.0,Laki-laki,Freelance,Surabaya,5471607.008505709,1,0,78.6220022143129,164.0819733324975,Shoulder & Head,1,SMA,0.5302349692140439
36.0,Laki-laki,Pegawai swasta,Padang,5814009.690682829,1,0,53.72238324855607,154.21922061406212,Merpati,1,S2,0.3955514271943847
22.0,Laki-laki,PNS,Bandung,5132376.9562528,0,0,47.82736605178461,150.49899107223692,Merpati,1,S1,0.36472096519342
41.0,Laki-laki,Pegawai swasta,Samarinda,5085171.8542972375,0,0,65.84291761973151,172.80366846865422,Pantone,0,SMA,0.2826117128149558
23.0,Laki-laki,PNS,Surabaya,5800649.766915247,0,0,42.89678704863141,147.10438283708135,Moonsilk,1,S1,0.38823490750695183
37.0,Perempuan,Pegawai swasta,Mataram,3256094.789079011,1,0,52.791173035489024,155.76171992497203,Pantone,0,S1,0.1319428749196869
46.0,Laki-laki,Pengangguran,Serang,3952083.5442789253,1,0,50.00951007645853,157.1624256701656,Merpati,1,S2,0.8591015038798476
26.0,Perempuan,PNS,Samarinda,6035664.28202217,1,0,52.499469484346164,169.22514789372195,Deadbuoy,0,S1,0.40245748786836905
52.0,Laki-laki,Freelance,Makassar,5211061.6534834895,1,0,64.426075683107,154.16485585870137,Moonsilk,0,SMA,0.4705040478571263
42.0,Laki-laki,Pegawai swasta,Tanjung Pinang,3833507.861264526,0,0,69.50873270240135,166.86268993156867,Moonsilk,0,S1,0.39072686115960703
45.0,Laki-laki,Pegawai swasta,Yogyakarta,10986763.092001375,0,1,80.92465582993324,162.62480050466758,Deadbuoy,1,SMA,0.7742829523351699
37.0,Laki-laki,Pegawai swasta,Samarinda,7958177.746985448,0,1,55.17281857189579,158.59362651458954,Pantone,1,SMA,0.5671397531396748
23.0,Laki-laki,PNS,Palangkaraya,4607388.498679686,1,0,65.19520120963425,159.00158628915196,Moonsilk,1,SMA,0.46763601081546835
24.0,Perempuan,PNS,Banda Lampung,10984868.576515919,1,0,99.50017618224251,176.77532906711403,Moonsilk,0,S1,0.3129831760373518
31.0,Laki-laki,PNS,Manokwari,10312644.091190942,1,0,55.86942254067267,161.65786512396932,Merpati,0,S1,0.4672579384996742
25.0,Perempuan,PNS,Jambi,3303346.548461998,0,0,56.30775421976463,153.92394508844762,Moonsilk,0,S1,0.2228651988087954
15.0,Laki-laki,Pegawai swasta,Jambi,8263801.904412736,1,0,60.94711718050359,158.70927119099926,Pantone,0,SMA,0.3363084943824541
46.0,Laki-laki,PNS,Padang,5503456.857584635,1,0,48.23417462045033,155.3268742212756,Moonsilk,0,S2,0.4733843235840097
26.0,Laki-laki,Freelance,Palembang,10956765.519231295,1,0,44.73413857514248,149.10785112737992,Shoulder & Head,0,S1,0.19702891234147346
39.0,Perempuan,Pegawai swasta,Pangkalpinang,7256330.158138014,0,1,76.4943375509568,162.14597639460416,Pantone,0,S1,0.4724929733434885
52.0,Laki-laki,Pegawai swasta,Manado,4873992.359187622,1,0,44.56985567500615,158.42020472932785,Pantone,0,S2,0.5660581368744203
37.0,Perempuan,PNS,Kendari,12792878.709390247,1,0,55.53527014247213,157.81870584002615,Pantone,1,SMA,0.4512516803930929
27.0,Laki-laki,Pegawai swasta,Pekanbaru,5210140.07952734,1,0,85.25223948714093,169.33250205250215,Merpati,0,SMP,0.21633217367024843
40.0,Perempuan,,Pekanbaru,7751193.08989727,0,1,52.36117638366103,162.31327833498943,Merpati,1,S1,0.5114933152294941
45.0,Perempuan,PNS,Ambon,7766948.077713896,0,1,63.0024582155481,160.3374416430683,Pantone,1,SMA,0.7251384828622602
40.0,Laki-laki,PNS,Gorontalo,5683639.974435788,1,0,70.46141521660074,163.57726209074835,Merpati,1,S1,0.5048882171485222
36.0,Perempuan,Freelance,Pekanbaru,6430234.233709843,1,0,72.01858650030607,154.67110451343584,Merpati,1,SMA,0.2872431997534992
45.0,Laki-laki,PNS,Tanjungselor,8447774.517049195,1,1,62.67407149924988,160.2673195961466,Pantone,1,S1,0.8782457561426577
34.0,Laki-laki,PNS,Palangkaraya,6094790.656590363,1,0,54.20465866498532,157.87833821099983,Deadbuoy,0,SMA,0.35889391125762693
27.0,Perempuan,Pegawai swasta,Kupang,11128675.335121438,1,0,67.13340960854998,158.36536041208234,Pantone,0,S1,0.16635281447215033
34.0,Perempuan,Pegawai swasta,Gorontalo,3981565.3906979505,0,0,59.97799186890883,159.06903622929366,Deadbuoy,1,S2,0.19487884759168325
42.0,Laki-laki,PNS,Medan,11275925.44155646,1,1,55.103933139211065,152.06910935088658,Deadbuoy,1,S1,0.8142113536379995
39.0,Laki-laki,PNS,Tanjung Pinang,9411297.768295452,0,0,51.75143507931307,156.58871506915906,Moonsilk,1,SMA,0.48673640036174964
35.0,Laki-laki,Freelance,Palangkaraya,5014004.664758464,1,0,56.72687895487522,165.43099188210897,Moonsilk,1,SD,0.4115380986231442
47.0,Laki-laki,PNS,Serang,4630587.564196632,0,0,57.3829409300418,156.65615649540172,Pantone,1,S1,0.4537852932361996
27.0,Laki-laki,PNS,Pontianak,12769408.060616642,1,0,70.6348118591951,176.60492246988812,Merpati,1,SMA,0.5032974829424679
30.0,Laki-laki,Pegawai swasta,Manokwari,6620906.427269964,0,0,64.87400148665832,163.5715263944938,Shoulder & Head,1,S1,0.36585779838070576
50.0,Laki-laki,PNS,Bengkulu,3904566.9557527113,1,0,56.4978333894979,151.3457160157379,Deadbuoy,1,S1,0.6026803312469975
41.0,Perempuan,Freelance,Tanjungselor,6513586.07692064,0,1,62.59537131794008,161.65225971380238,Shoulder & Head,1,SMA,0.5173009956285943
46.0,Laki-laki,PNS,Makassar,2977359.0551499454,0,1,50.79083115688512,153.54260278755388,Pantone,1,S1,0.7600590297647087
48.0,Laki-laki,Pegawai swasta,Jakarta,4765105.050327966,0,0,52.748517079016175,150.3701749378644,Pantone,0,SMA,0.33831418195661883
50.0,Perempuan,Pegawai swasta,Padang,3509553.7303531636,0,1,54.30476203994433,156.74472409992265,Merpati,0,S1,0.5014676120920623
28.0,Perempuan,PNS,Padang,9478329.941558972,0,1,48.09909829245947,166.35212270840398,Pantone,1,S1,0.5453166393524839
39.0,Laki-laki,Pegawai swasta,Jayapura,7840802.389049502,1,0,49.061607450813,162.42918717462908,Moonsilk,0,SMA,0.3138704040718845
49.0,Laki-laki,Pegawai swasta,Gorontalo,5986250.179045228,0,0,51.704935585912295,147.76328937696132,Deadbuoy,1,SMA,0.44262005797469334
35.0,Laki-laki,Pegawai swasta,Pontianak,10521227.639742777,1,0,72.46833559410723,159.6385484707308,Deadbuoy,1,S1,0.3541738378799069
27.0,Laki-laki,PNS,Bengkulu,4846276.191743746,1,0,53.69259188629259,159.90056347703734,Pantone,0,S1,0.5374054554134285
37.0,Laki-laki,Pegawai swasta,Jayapura,6007881.093960032,1,0,53.381041918399745,145.42859221100494,Shoulder & Head,0,S1,0.20116749207389042
29.0,Laki-laki,Pegawai swasta,Sofifi,3261625.6035505375,1,0,67.87548055798425,160.23469132136498,Shoulder & Head,1,SMP,0.4040669830400588
62.0,Laki-laki,PNS,Banda Lampung,8674667.744731212,1,0,50.08806170577503,161.37897177887038,Merpati,0,S1,0.5717092187308791
42.0,Perempuan,PNS,Banda Lampung,11279417.82981042,0,0,57.90160551327615,166.51241941815871,Shoulder & Head,0,S1,0.2815366954369356
38.0,Perempuan,PNS,Makassar,5389613.399942722,1,0,82.15371677394728,165.89718523726398,Deadbuoy,1,S1,0.45348161495886885
46.0,Laki-laki,PNS,Samarinda,3783250.6915443353,0,0,66.97544225620766,157.83704509008538,Merpati,0,S1,0.3729152377376206
64.0,Laki-laki,PNS,Sofifi,5774294.5881318515,1,0,47.67713241934501,149.74415085471466,Deadbuoy,1,S1,0.6895746313881442
40.0,Laki-laki,Freelance,Medan,5977226.7842251025,1,0,57.321150177335596,147.8196194433658,Shoulder & Head,0,S1,0.2850160003617134
17.0,Laki-laki,Pengangguran,Semarang,5356271.045396794,1,1,57.107325896688934,163.46049498112362,Shoulder & Head,0,S1,0.9842513918003718
51.0,Perempuan,Pengangguran,Sofifi,9613294.821142027,0,0,51.76322865530205,162.4054852525178,Shoulder & Head,0,SMA,0.7188401815132706
57.0,Laki-laki,PNS,Tanjungselor,4866402.157238878,0,1,82.16528747052709,169.71104193364812,Deadbuoy,1,SMA,0.9518491417197403
50.0,Perempuan,PNS,Sofifi,4199218.344990497,1,0,63.73704078585068,159.60196409991073,Moonsilk,1,S1,0.40170772502958185
37.0,Perempuan,Pengangguran,Jakarta,10708108.735957121,1,0,55.203813735255245,160.02066938713185,Pantone,0,SMA,0.6249201584031028
49.0,Laki-laki,Pegawai swasta,Sofifi,6724327.37448352,0,0,54.04537292326516,162.77062806217018,Shoulder & Head,1,S1,0.46854127229478365
37.0,Laki-laki,Pegawai swasta,Surabaya,6897885.32888518,0,0,49.809276007443614,158.7901348431458,Moonsilk,0,S1,0.20027173796920328
28.0,Laki-laki,PNS,Manado,3369313.643527201,1,1,57.84184805633429,159.80655839722226,Shoulder & Head,0,SMA,0.7525563152153169
44.0,Perempuan,Pengangguran,Jayapura,11263216.029984184,1,1,73.30197477964393,165.5206509839577,Pantone,1,S1,1.0
28.0,Perempuan,Pegawai swasta,Denpasar,17586919.870979846,0,0,45.2751404381944,153.2081889345587,Shoulder & Head,0,S1,0.01266040021819223
56.0,Laki-laki,Pegawai swasta,Banjarmasin,6946529.895265198,1,1,57.16172880505755,157.41863115726622,Moonsilk,0,S2,0.795959400723038
25.0,Laki-laki,Pegawai swasta,Ambon,11516106.370776827,0,0,58.251333350484856,169.30199937519504,Deadbuoy,0,S1,0.30244803054364056
43.0,Perempuan,PNS,Pontianak,9645252.036948673,0,0,50.79624073774346,151.85322699048746,Moonsilk,1,SD,0.3846618781646234
60.0,Laki-laki,PNS,Semarang,4718913.708464362,0,0,51.14067251753125,154.11486903329663,Shoulder & Head,1,S1,0.6266972366018473
49.0,Perempuan,Freelance,Jayapura,4438582.408070637,0,0,40.944054597892176,158.72283677681813,Merpati,1,S1,0.17254744342116393
44.0,Perempuan,Freelance,Tanjungselor,7482458.063063288,1,0,59.032832360841994,165.51024967406914,Moonsilk,0,SMA,0.15873693856813653
30.0,Perempuan,Pegawai swasta,Tanjungselor,4309861.878543732,0,1,79.36288121769446,173.17009525147193,Merpati,1,S1,0.49063612898377423
27.0,Perempuan,Pegawai swasta,Palangkaraya,8113482.276842883,0,0,58.7589767138079,168.27486601332475,Shoulder & Head,1,S1,0.15404964350236616
26.0,Perempuan,PNS,Jakarta,9251146.349249247,0,0,79.01060840264097,175.68629537083396,Shoulder & Head,0,SMA,0.23399282939593674
39.0,Perempuan,Pegawai swasta,Pekanbaru,7356805.011326813,0,0,60.02623039561274,159.44339887922493,Pantone,0,SMA,0.07727929380209753
31.0,Laki-laki,Pegawai swasta,Surabaya,5283010.997093584,0,0,50.416875284177465,150.77759733232867,Shoulder & Head,0,SMA,0.1723586477129286
34.0,Laki-laki,Pegawai swasta,Tanjung Pinang,4890981.658424966,1,0,63.19037305209792,155.79111201881332,Moonsilk,0,S1,0.3629451175340033
60.0,Laki-laki,Pegawai swasta,Banda Aceh,10054700.775914242,0,0,73.53748238039327,166.69061840975417,Shoulder & Head,1,S1,0.5523549692136991
20.0,Laki-laki,Pegawai swasta,Gorontalo,8916753.00141782,0,0,57.85318717142643,159.41344199991028,Shoulder & Head,1,SMA,0.33425736036028986
45.0,Laki-laki,Pegawai swasta,Kupang,7321988.846300827,0,0,49.95303319984572,155.45312079704587,Shoulder & Head,0,SMA,0.3481431325740953
43.0,Perempuan,Pegawai swasta,Mataram,4110942.0175511143,0,0,55.86152128283793,162.09280250229375,Deadbuoy,0,SMA,0.21669194904019756
50.0,Perempuan,PNS,Serang,5752215.218675141,1,0,49.882302361379296,161.60113319856225,Shoulder & Head,0,SMP,0.4355234507238082
21.0,Laki-laki,PNS,Sofifi,12725900.061709674,0,0,46.24326136260761,148.15422985198506,Deadbuoy,0,SMA,0.39030360827710747
50.0,Perempuan,Freelance,Denpasar,8885632.682422858,0,0,57.65009670178442,161.4743452160975,Moonsilk,1,SMA,0.24262736773947746
26.0,Perempuan,Freelance,Banjarmasin,9995466.243851999,1,0,66.4386521514238,162.4673176515626,Pantone,0,S1,0.16981362368233074
50.0,Laki-laki,PNS,Surabaya,8839250.389163945,0,0,62.84497366129444,158.52881823138222,Deadbuoy,1,S1,0.5287025818694477
47.0,Laki-laki,PNS,Banjarmasin,4118832.9450617256,1,1,50.19263178355446,159.60702794520262,Pantone,1,SMA,0.7680882670986335
42.0,Laki-laki,Pegawai swasta,Samarinda,9002524.393803202,0,0,55.76382402851554,155.86295076575917,Moonsilk,0,SMA,0.36554837817922536
31.0,Laki-laki,Pegawai swasta,Pekanbaru,5999698.555001168,1,0,52.20407408692789,160.95449609583153,Deadbuoy,0,S3,0.3452185919967882
42.0,Laki-laki,PNS,Tanjungselor,2877898.3696526233,0,0,65.19290108486253,156.03364459795313,Pantone,1,S1,0.50495436965525
42.0,Laki-laki,Pegawai swasta,Serang,9996981.75729903,1,0,69.25664940268982,161.27733075424638,Moonsilk,0,SMA,0.38163094587924
39.0,Laki-laki,PNS,Denpasar,4890650.3464622665,0,0,56.314974626457136,164.68819105412675,Shoulder & Head,0,S1,0.3826496903405256
38.0,Laki-laki,Pegawai swasta,Jayapura,6699511.373578486,1,0,67.85324518824328,167.91476409692896,Merpati,1,S1,0.3658820155131798
29.0,Laki-laki,Freelance,Manado,12580209.234829238,0,0,51.21207395063778,156.39253628537614,Moonsilk,1,S1,0.15949719864149906
33.0,Laki-laki,Freelance,Banjarmasin,11889062.241146825,1,1,50.02704993307518,154.28661078955855,Pantone,1,S1,0.5203456855938622
37.0,Laki-laki,PNS,Mamuju,3247467.5448216596,1,0,51.14107745504255,149.03241943858484,Pantone,0,SMA,0.4720713669810316
